小区,区域,商圈,在售,在租,建成时间,均价(元/平米),均价环比上月(%)
番禺路998弄小区,徐汇,徐家汇,0,2,1900,"
61848","
0.04%"
广元路9号,徐汇,徐家汇,0,0,2000,"
111124","
0.02%"
广元路152号,徐汇,徐家汇,0,0,1948,"
95185","
0.02%"
冠生园小区,徐汇,徐家汇,0,0,1995,"
83541","
0.02%"
冠生园路204至212号,徐汇,康健,0,3,2002,"
42965","
0.04%"
广厦大厦,徐汇,田林,0,0,2004,"
42545","
0.02%"
冠生园路公房,徐汇,康健,0,0,1998,"
66761","
0.02%"
国泰新村,徐汇,徐家汇,0,0,1936,"
80637","
0.04%"
高安路73弄小区,徐汇,衡山路,0,1,1900,"
99087","
0.02%"
公安大楼写字楼(徐汇),徐汇,徐家汇,0,0,2000,"
26114","
0.05%"
广元西路420弄小区,徐汇,徐家汇,0,0,1984,"
43160","
0.04%"
钢琴公寓,徐汇,衡山路,0,0,1900,"
73177","
0.04%"
桂平科技园,徐汇,漕河泾,0,1,1900,"
13580","
0.03%"
国邦大厦,徐汇,徐家汇,0,0,1900,"
41526","
0.04%"
光通信公司大楼,徐汇,漕河泾,0,0,1900,"
21901","
0.02%"
桂中园,徐汇,漕河泾,0,18,1900,"
16305","
0.01%"
冠霖商务楼,徐汇,万体馆,0,0,1992,"
23964","
0.03%"
桂箐园,徐汇,漕河泾,0,8,2011,"
21570","
0.04%"
光启文化广场,徐汇,徐家汇,0,37,2012,"
35523","
0.02%"
桂平园,徐汇,漕河泾,0,12,1900,"
29954","
0.04%"
桂林高智卫星通信大楼,徐汇,漕河泾,0,2,2012,"
18093","
0.01%"
恒安阁,徐汇,徐家汇,0,1,2001,"
66879","
5.75%"
恒益公寓,徐汇,斜土路,0,1,1999,"
50529","
0.02%"
华山国际,徐汇,徐家汇,0,0,1900,"
55491","
0.04%"
虹梅南路680弄小区,徐汇,华东理工,0,0,1999,"
46233","
0.02%"
海晖公寓,徐汇,徐家汇,0,0,1999,"
53987","
1.44%"
湖南路263号,徐汇,衡山路,0,0,1997,"
99505","
0.04%"
华琦公寓,徐汇,衡山路,0,1,1959,"
89303","
0.02%"
华仁大厦,徐汇,建国西路,0,5,2004,"
74593","
0.04%"
汇鑫国际广场,徐汇,徐家汇,0,0,1900,"
32873","
0.01%"
海洋石油大厦,徐汇,徐家汇,0,10,1900,"
26733","
0.04%"
华亭广场,徐汇,万体馆,0,0,2005,"
29125","
0.02%"
华苑大厦写字楼,徐汇,徐家汇,0,11,2000,"
20193","
0.03%"
汇丰创意园,徐汇,徐家汇,0,0,1900,"
22662","
0.02%"
汇银广场商铺,徐汇,徐家汇,0,0,2007,"
21669","
0.01%"
慧谷高科技创业中心,徐汇,徐家汇,0,1,1900,"
11990","
0.05%"
航星商务中心,徐汇,万体馆,0,4,1900,"
18620","
0.04%"
华康大楼,徐汇,徐家汇,0,0,1900,"
35733","
0.02%"
宏景商务楼,徐汇,徐家汇,0,0,1900,"
28101","
0.01%"
海螺大厦(新楼),徐汇,徐家汇,0,3,2000,"
18993","
0.01%"
海高大厦,徐汇,徐家汇,0,1,1900,"
21493","
0.04%"
虹梅大楼,徐汇,徐家汇,0,2,1900,"
23960","
0.02%"
和成阁公寓,徐汇,田林,0,0,1998,"
60386","
0.02%"
海怡公寓,徐汇,徐家汇,0,0,2002,"
70334","
0.04%"
宏润大厦,徐汇,徐家汇,0,0,2007,"
24384","
0.02%"
航建大厦,徐汇,徐家汇,0,0,1990,"
61670","
0.04%"
海文商务楼,徐汇,徐家汇,0,0,2004,"
19974","
0.04%"
环中商厦,徐汇,徐家汇,0,1,1900,"
51828","
0.04%"
合川大厦,徐汇,漕河泾,0,74,2006,"
24211","
1.44%"
惠工新村,徐汇,田林,0,3,2004,"
47690","
0.02%"
航天大厦,徐汇,徐家汇,0,46,2004,"
45566","
0.04%"
华纳商务中心,徐汇,漕河泾,0,34,1900,"
36520","
0.02%"
衡山路335弄公房,徐汇,徐家汇,0,4,1900,"
113769","
0.04%"
华山路1461弄洋房,徐汇,衡山路,0,4,1925,"
149701","
0.00%"
湖南路4弄小区,徐汇,衡山路,0,5,1986,"
124656","
0.04%"
浩然高科技大厦,徐汇,徐家汇,0,0,1900,"
51167","
0.04%"
华港小区,徐汇,衡山路,0,1,1990,"
100051","
0.02%"
湖南路579弄小区,徐汇,徐家汇,0,0,1984,"
107285","
0.04%"
华林大楼,徐汇,万体馆,0,0,1900,"
49912","
0.02%"
华京商务大厦,徐汇,田林,0,2,2010,"
29366","
0.03%"
沪水商务楼,徐汇,徐家汇,0,0,1900,"
20889","
0.04%"
汇聚行,徐汇,徐家汇,0,0,1900,"
38863","
0.02%"
汇益花园写字楼,徐汇,徐家汇,0,0,2000,"
99149","
0.02%"
汇京佳丽苑写字楼,徐汇,上海南站,0,0,1900,"
27320","
0.04%"
航空科技大厦,徐汇,徐家汇,0,5,1900,"
30127","
0.02%"
华东理工科技园,徐汇,上海南站,0,0,1900,"
19981","
0.01%"
环球385,徐汇,上海南站,0,0,1900,"
26637","
0.02%"
华侨新村,徐汇,徐家汇,0,0,1965,"
96880","
0.17%"
环球实业大厦,徐汇,万体馆,0,7,1900,"
31766","
0.04%"
虹钦园,徐汇,漕河泾,0,34,2004,"
16491","
0.02%"
恒昌花园写字楼,徐汇,万体馆,0,0,2001,"
28880","
0.02%"
恒安阁写字楼,徐汇,徐家汇,0,0,2001,"
21462","
0.04%"
汇达商务园,徐汇,上海南站,0,50,2011,"
22064","
0.04%"
海珀旭辉,徐汇,龙华,0,2,1900,"
4247","
0.00%"
汇翠花园写字楼,徐汇,万体馆,0,10,1900,"
33248","
0.02%"
华泾中环科技信息园,徐汇,漕河泾,0,0,1900,"
21347","
0.02%"
皇家大厦,徐汇,万体馆,0,0,1992,"
21173","
0.03%"
虹桥建筑,徐汇,漕河泾,0,4,1900,"
20180","
0.02%"
虹梅商务大厦,徐汇,上海南站,0,0,1992,"
24934","
0.04%"
汇阳广场,徐汇,万体馆,0,201,2013,"
29354","
0.02%"
汇宁花园办公楼,徐汇,徐家汇,0,0,2007,"
61497","
0.02%"
汇豪商务广场,徐汇,徐家汇,0,7,1900,"
32004","
0.04%"
华鑫天地,徐汇,田林,0,61,2014,"
34955","
0.03%"
华商道1号,徐汇,漕河泾,0,0,2013,"
19869","
0.01%"
H88越虹广场,徐汇,漕河泾,0,65,1900,"
37651","
0.02%"
华亭路31弄小区,徐汇,衡山路,0,0,1900,"
97001","
0.04%"
IN TOWN,徐汇,田林,0,0,2008,"
16410","
0.02%"
精文公寓,徐汇,万体馆,0,5,1997,"
55410","
1.44%"
锦隆苑,徐汇,华东理工,0,0,2000,"
66137","
0.01%"
景泰大厦,徐汇,斜土路,0,0,1996,"
52095","
1.44%"
金环大厦写字楼,徐汇,徐家汇,0,0,1997,"
66145","
0.02%"
建灵大厦,徐汇,徐家汇,0,0,1900,"
24455","
0.03%"
建科大厦,徐汇,徐家汇,0,0,2006,"
32844","
0.02%"
久隆大厦,徐汇,万体馆,0,0,2004,"
23000","
0.03%"
均瑶国际广场,徐汇,徐家汇,0,0,2004,"
33856","
0.01%"
嘉文国际中心,徐汇,徐家汇,0,0,2000,"
46332","
0.04%"
技贸大厦,徐汇,徐家汇,0,0,1900,"
22099","
0.03%"
加华商务中心,徐汇,徐家汇,0,39,1900,"
27731","
0.01%"
金陵商务广场,徐汇,徐家汇,0,1,2000,"
37527","
0.04%"
巨波莱丝公寓,徐汇,徐家汇,0,0,1918,"
111689","
0.04%"
嘉汇广场商铺,徐汇,万体馆,0,0,2002,"
22682","
0.02%"
金碧公寓,徐汇,建国西路,0,0,1996,"
64057","
0.04%"
九润商务大厦,徐汇,徐家汇,0,0,2009,"
21817","
0.03%"
锦江100商务中心,徐汇,田林,0,0,1900,"
20018","
0.03%"
锦辉大厦,徐汇,漕河泾,0,26,2011,"
34651","
0.02%"
锦绣大楼,徐汇,徐家汇,0,0,1900,"
44188","
0.00%"
金海大厦写字楼,徐汇,龙华,0,0,2005,"
39070","
0.04%"
嘉汇广场,徐汇,徐家汇,0,36,1999,"
48243","
0.02%"
嘉源商务中心,徐汇,上海南站,0,7,2004,"
26082","
0.02%"
聚鑫信息科技园,徐汇,上海南站,0,1,2012,"
22009","
0.03%"
金茂工业园,徐汇,漕河泾,0,9,2006,"
21914","
0.05%"
金虹科技园,徐汇,漕河泾,0,0,2002,"
17955","
0.03%"
嘉凯城大厦,徐汇,徐家汇,0,0,1900,"
59986","
0.02%"
嘉汇大厦,徐汇,徐家汇,0,2,2006,"
32351","
0.02%"
锦泰苑(徐汇),徐汇,华东理工,0,0,1900,"
54063","
0.02%"
科普弄,徐汇,建国西路,0,0,1982,"
82929","
0.04%"
凯诚商务楼,徐汇,龙华,0,0,1900,"
20899","
0.03%"
凯旋大厦,徐汇,徐家汇,0,1,1900,"
22379","
0.02%"
康健路24弄小区,徐汇,康健,0,0,1988,"
44702","
0.02%"
科华公寓商铺,徐汇,田林,0,1,2000,"
51449","
0.02%"
凯诚公寓,徐汇,徐家汇,0,0,2000,"
55449","
0.02%"
康健广场,徐汇,上海南站,0,0,2004,"
20658","
0.02%"
科创动力,徐汇,漕河泾,0,294,1900,"
29894","
0.02%"
科拉胜名品建材广场,徐汇,徐家汇,0,0,1900,"
20559","
0.02%"
凯文公寓,徐汇,衡山路,0,0,1933,"
104371","
0.04%"
凯科国际大厦,徐汇,漕河泾,0,81,2009,"
35957","
0.04%"
科技投资大厦,徐汇,徐家汇,0,0,1999,"
18192","
0.03%"
凯悦商办楼,徐汇,徐家汇,0,0,1900,"
5118","
0.08%"
凯旋都市工业园,徐汇,龙华,0,0,1900,"
23092","
0.04%"
科乐苑办公楼,徐汇,徐家汇,0,0,1900,"
40944","
0.04%"
凯翔商务中心,徐汇,万体馆,0,0,1900,"
22132","
0.05%"
康健大楼,徐汇,漕河泾,0,0,1900,"
25035","
0.04%"
乐山软件园,徐汇,徐家汇,0,0,1900,"
23312","
0.04%"
罗香苑,徐汇,长桥,0,0,2002,"
93419","
0.04%"
绿邑叠翠,徐汇,植物园,0,0,2005,"
52135","
1.44%"
林肯公寓,徐汇,建国西路,0,3,1930,"
100656","
0.04%"
立信大厦,徐汇,万体馆,0,0,2004,"
29007","
0.02%"
龙华西路90弄小区,徐汇,龙华,0,3,1998,"
50371","
0.04%"
龙华西路91至101号,徐汇,龙华,0,2,1997,"
58581","
0.04%"
龙头大厦,徐汇,徐家汇,0,11,1900,"
22804","
0.04%"
龙华西路309弄小区,徐汇,龙华,0,0,1999,"
35519","
0.04%"
龙漕路245弄小区,徐汇,龙华,0,0,1990,"
71816","
0.04%"
龙吴路398弄小区,徐汇,龙华,0,2,2000,"
61013","
0.04%"
领馆广场,徐汇,衡山路,0,0,2004,"
30481","
0.02%"
零陵公寓,徐汇,斜土路,0,0,2000,"
75388","
0.02%"
龙华西路470弄小区,徐汇,龙华,0,0,1998,"
42317","
0.02%"
龙漕路6弄小区,徐汇,龙华,0,2,1992,"
57294","
0.04%"
龙华西路480弄小区,徐汇,龙华,0,0,1996,"
55120","
0.04%"
联业大厦写字楼,徐汇,徐家汇,0,1,1999,"
29844","
0.04%"
利华复兴大厦,徐汇,徐家汇,0,10,1900,"
43329","
0.02%"
立明大楼,徐汇,漕河泾,0,0,1900,"
21905","
0.04%"
良友别墅,徐汇,万体馆,0,4,1942,"
110919","
0.04%"
L777新媒体产业园,徐汇,上海南站,0,0,2008,"
18633","
0.02%"
燎申漕宝大厦,徐汇,漕河泾,0,5,2009,"
22394","
0.04%"
乐课力大厦,徐汇,龙华,0,2,2006,"
17804","
0.01%"
麦琪公寓,徐汇,衡山路,0,0,2004,"
105297","
0.02%"
煤科大厦,徐汇,徐家汇,0,0,1900,"
28906","
0.03%"
明园商务中心,徐汇,徐家汇,0,26,1900,"
37771","
0.04%"
民润大厦,徐汇,漕河泾,0,117,2009,"
23016","
0.02%"
明园商务中心B座,徐汇,徐家汇,0,3,2000,"
22982","
0.04%"
闵行农资大楼,徐汇,上海南站,0,0,2000,"
18701","
0.03%"
梅苑,徐汇,华东理工,0,0,1994,"
59820","
0.04%"
农科大楼,徐汇,徐家汇,0,0,1900,"
30602","
0.05%"
南洋实业大楼,徐汇,徐家汇,0,0,1900,"
30812","
0.02%"
宁远商务中心,徐汇,徐家汇,0,0,1936,"
35527","
0.02%"
欧江大厦写字楼,徐汇,徐家汇,0,2,1900,"
28195","
0.02%"
平华大厦,徐汇,徐家汇,0,0,2000,"
36916","
0.02%"
浦原科技园,徐汇,漕河泾,0,1,2004,"
4952","
0.02%"
磐石虹三商务楼,徐汇,田林,0,0,1900,"
19848","
0.04%"
轻工大楼,徐汇,斜土路,0,13,1990,"
55267","
0.04%"
钦江路47弄小区,徐汇,田林,0,2,1995,"
52377","
0.04%"
启华大厦,徐汇,徐家汇,0,1,1900,"
36336","
0.04%"
青松城,徐汇,徐家汇,0,44,1997,"
31069","
0.05%"
轻科大厦,徐汇,徐家汇,0,5,1900,"
32957","
0.04%"
七建大厦,徐汇,徐家汇,0,13,1998,"
19440","
0.03%"
钦江大楼,徐汇,田林,0,0,2005,"
36995","
0.04%"
轻工大厦,徐汇,徐家汇,0,3,2000,"
33016","
0.02%"
钦江路88号商务楼,徐汇,田林,0,0,2008,"
22469","
0.04%"
仁达商务楼,徐汇,徐家汇,0,0,1900,"
17965","
0.04%"
日晖三村,徐汇,斜土路,0,0,2000,"
47688","
0.02%"
瑞特大厦,徐汇,漕河泾,0,32,2005,"
22156","
0.04%"
冉东商务中心,徐汇,漕河泾,0,7,2014,"
19430","
0.04%"
书香逸居商铺,徐汇,田林,0,0,2007,"
19998","
0.02%"
SVA越界,徐汇,田林,0,252,2009,"
29973","
0.02%"
尚凯商务大厦商铺,徐汇,上海南站,0,0,1900,"
18400","
0.02%"
上海兴力达国际装饰城,徐汇,徐家汇,0,0,1900,"
8083","
0.01%"
上医大公房,徐汇,斜土路,0,0,1994,"
60327","
0.02%"
三航大厦,徐汇,徐家汇,0,0,1989,"
46919","
0.02%"
申达利宏,徐汇,万体馆,0,0,1996,"
55737","
0.02%"
上音小区,徐汇,徐家汇,0,3,1998,"
75253","
0.02%"
市贸大楼,徐汇,徐家汇,0,0,1900,"
45319","
0.02%"
尚秀商务楼,徐汇,徐家汇,0,4,1900,"
19826","
0.03%"
石龙路332弄小区,徐汇,长桥,0,1,2000,"
44346","
0.02%"
石龙路95弄小区,徐汇,上海南站,0,1,2000,"
56839","
0.04%"
思齐新村,徐汇,建国西路,0,2,1980,"
73069","
0.04%"
尚街LOFT,徐汇,徐家汇,0,58,1900,"
35578","
0.04%"
树德坊,徐汇,徐家汇,0,12,1900,"
68518","
0.04%"
上海环贸广场,徐汇,徐家汇,0,75,2009,"
88719","
0.04%"
上海地产大厦,徐汇,徐家汇,0,1,2000,"
20537","
0.05%"
上海新时代商业中心,徐汇,上海南站,0,0,2002,"
20265","
0.04%"
陕南公寓,徐汇,建国西路,0,0,1936,"
106435","
0.02%"
上服大地假日酒店,徐汇,徐家汇,0,0,1900,"
24993","
0.05%"
数娱大厦,徐汇,徐家汇,0,1,2005,"
46707","
0.02%"
森本大厦,徐汇,徐家汇,0,15,1900,"
23106","
0.02%"
申峰大厦写字楼,徐汇,徐家汇,0,3,2005,"
58795","
0.04%"
上海钻石交易所龙华加工区,徐汇,漕河泾,0,0,1900,"
21015","
0.02%"
上海出版大楼,徐汇,上海南站,0,0,1900,"
17545","
0.03%"
石龙商务中心,徐汇,上海南站,0,0,1900,"
16330","
0.04%"
上海桂林聚科都市科技园,徐汇,漕河泾,0,1,2010,"
9990","
0.02%"
石龙路350弄小区,徐汇,上海南站,0,0,1900,"
48616","
0.04%"
上企置业广场,徐汇,漕河泾,0,2,2012,"
25424","
0.05%"
丝玺商务楼,徐汇,田林,0,1,2012,"
16452","
0.05%"
上海关港工业园区,徐汇,上海南站,0,0,2010,"
17431","
0.00%"
实业公寓写字楼,徐汇,徐家汇,0,0,1992,"
73224","
0.04%"
盛源恒华大厦,徐汇,万体馆,0,13,2014,"
34901","
0.04%"
石龙庭院,徐汇,上海南站,0,30,2014,"
25828","
0.02%"
桃源清水居,徐汇,上海南站,0,0,2003,"
59203","
0.02%"
天亿大厦,徐汇,徐家汇,0,12,2006,"
18943","
0.01%"
田林商业广场,徐汇,田林,0,1,1900,"
34264","
0.01%"
天华信息科技服务园,徐汇,漕河泾,0,44,1900,"
25813","
0.04%"
泰康大楼,徐汇,徐家汇,0,0,1998,"
54999","
0.02%"
泰莱大厦,徐汇,徐家汇,0,0,1900,"
73176","
0.04%"
田林大楼,徐汇,漕河泾,0,0,1900,"
20052","
0.05%"
天馨苑,徐汇,上海南站,0,0,2000,"
49467","
0.02%"
泰安路109弄小区,徐汇,衡山路,0,4,1900,"
96417","
1.44%"
天平路36弄老公寓,徐汇,衡山路,0,4,1983,"
99052","
1.46%"
天平路222弄新里,徐汇,衡山路,0,7,1965,"
136671","
0.04%"
天润苑,徐汇,华泾,0,20,2007,"
61996","
1.15%"
塘子泾公房,徐汇,徐家汇,0,0,1985,"
79423","
0.04%"
天钥桥路394弄小区,徐汇,万体馆,0,2,1994,"
69290","
0.02%"
田林园,徐汇,漕河泾,0,3,1900,"
22116","
0.02%"
泰成商务楼,徐汇,万体馆,0,2,2000,"
22525","
0.02%"
T25创意园,徐汇,漕河泾,0,0,2012,"
22281","
0.03%"
天迈商务楼,徐汇,徐家汇,0,0,1900,"
21101","
0.02%"
乌中大厦,徐汇,徐家汇,0,0,2004,"
26341","
0.02%"
宛轻商务楼,徐汇,徐家汇,0,0,1900,"
39590","
0.04%"
卫乐精舍,徐汇,衡山路,0,1,1931,"
81748","
0.02%"
乌鲁木齐南路63弄小区,徐汇,衡山路,0,2,2000,"
142766","
0.04%"
宛平南路485弄小区,徐汇,徐家汇,0,1,2000,"
84244","
5.17%"
宛平路8弄小区,徐汇,徐家汇,0,2,2001,"
61791","
0.04%"
宛平路80弄小区,徐汇,徐家汇,0,0,2000,"
63892","
0.02%"
宛平路6弄小区,徐汇,徐家汇,0,8,2000,"
69688","
0.04%"
吴兴路256弄新里,徐汇,建国西路,0,4,1947,"
92505","
0.04%"
五原路175弄新里,徐汇,衡山路,0,1,1936,"
89977","
0.04%"
乌鲁木齐中路243号,徐汇,衡山路,0,2,1963,"
87461","
0.04%"
乌鲁木齐南路甲1号公馆,徐汇,衡山路,0,6,1900,"
95957","
0.04%"
吴兴路261弄新里,徐汇,建国西路,0,0,1942,"
113353","
0.04%"
武康路100弄洋房,徐汇,衡山路,0,3,1948,"
198087","
0.00%"
五原路87弄新里,徐汇,建国西路,0,0,1988,"
118187","
0.04%"
宛平南路500弄小区,徐汇,徐家汇,0,1,1900,"
53037","
0.04%"
乌鲁木齐中路255弄小区,徐汇,衡山路,0,0,1933,"
94316","
0.04%"
文定生活广场,徐汇,徐家汇,0,1,1900,"
38855","
0.04%"
悟锦世纪大楼,徐汇,徐家汇,0,0,2008,"
40039","
0.04%"
万科华尔兹商铺,徐汇,田林,0,0,2002,"
16339","
0.01%"
武康庭,徐汇,徐家汇,0,8,1900,"
56503","
0.04%"
物资商厦,徐汇,漕河泾,0,0,1992,"
22753","
0.00%"
乌鲁木齐中路公房,徐汇,衡山路,0,0,1900,"
98467","
1.44%"
乌鲁木齐南路公房,徐汇,建国西路,0,0,1900,"
108560","
0.02%"
X2创意空间,徐汇,徐家汇,0,84,1900,"
29938","
0.03%"
徐家汇国际大厦,徐汇,徐家汇,0,14,2006,"
25237","
1.44%"
协合徐汇公寓,徐汇,斜土路,0,0,1999,"
68272","
0.04%"
斜土路2220弄小区,徐汇,斜土路,0,2,1984,"
58258","
0.02%"
香樟苑(徐汇),徐汇,徐家汇,0,0,1998,"
39056","
1.14%"
兴国路洋房,徐汇,衡山路,0,25,1932,"
153167","
0.02%"
西岸创意园区,徐汇,徐家汇,0,24,1900,"
29969","
0.01%"
小木桥路227弄小区,徐汇,斜土路,0,0,1988,"
53900","
1.44%"
斜土路1855弄小区,徐汇,斜土路,0,1,1995,"
44781","
0.02%"
新式里弄(徐汇),徐汇,衡山路,0,2,2004,"
79785","
0.04%"
徐汇漕河泾开发区,徐汇,漕河泾,0,17,1991,"
39927","
0.04%"
现代商务中心商铺,徐汇,田林,0,0,2004,"
22588","
0.02%"
新概念大厦,徐汇,徐家汇,0,6,1900,"
30274","
0.05%"
襄阳南路100弄小区,徐汇,衡山路,0,4,1987,"
111504","
0.04%"
徐汇223创意中心商铺,徐汇,田林,0,0,2004,"
35283","
0.01%"
现代商务中心,徐汇,漕河泾,0,0,1900,"
38677","
0.02%"
襄阳大楼,徐汇,徐家汇,0,0,1900,"
26985","
0.04%"
新旺大厦,徐汇,徐家汇,0,0,1900,"
19974","
0.02%"
新联技贸中心,徐汇,漕河泾,0,0,1900,"
20398","
0.03%"
新漕河泾大厦,徐汇,徐家汇,0,4,1900,"
30645","
1.44%"
斜土路2367弄小区,徐汇,徐家汇,0,0,1997,"
57350","
0.04%"
西南物流商务楼,徐汇,龙华,0,0,2000,"
29671","
0.01%"
西薛家宅,徐汇,康健,0,0,1900,"
39511","
0.02%"
斜土路1275弄小区,徐汇,斜土路,0,3,1984,"
60731","
0.04%"
襄阳南路公房,徐汇,建国西路,0,1,1991,"
108019","
0.01%"
襄阳南路499弄新里,徐汇,建国西路,0,5,1992,"
99231","
0.02%"
徐汇223创意中心,徐汇,漕河泾,0,0,2009,"
39955","
0.04%"
新宜街,徐汇,田林,0,0,2010,"
4732","
0.00%"
斜土路1664弄小区,徐汇,斜土路,0,0,1900,"
44611","
0.02%"
斜土路1341弄小区,徐汇,徐家汇,0,1,1984,"
46410","
1.44%"
斜土路1899弄小区,徐汇,斜土路,0,0,1995,"
62656","
0.04%"
斜土路1472号,徐汇,斜土路,0,0,1900,"
53002","
0.04%"
兴国路171号公房,徐汇,衡山路,0,2,1985,"
96484","
4.71%"
信联公寓写字楼,徐汇,徐家汇,0,0,2002,"
80876","
0.02%"
徐汇优派,徐汇,徐家汇,0,0,2005,"
41142","
0.04%"
协合紫薇园别墅,徐汇,上海南站,0,0,2010,"
73338","
7.22%"
小木桥路323弄小区,徐汇,斜土路,0,0,1985,"
49762","
0.02%"
星秀苑,徐汇,长桥,0,0,2003,"
63907","
0.02%"
襄北大楼,徐汇,建国西路,0,0,1990,"
75128","
0.02%"
星宛公寓,徐汇,龙华,0,0,1900,"
69635","
0.04%"
兴盛公寓,徐汇,衡山路,0,0,2005,"
107023","
0.02%"
新漕河泾国际商务中心,徐汇,漕河泾,0,69,1900,"
28510","
0.04%"
现代物流大厦,徐汇,漕河泾,0,6,2009,"
26271","
0.05%"
兴迪商务大厦,徐汇,漕河泾,0,11,2008,"
32142","
0.02%"
新汇园,徐汇,漕河泾,0,6,1900,"
39541","
0.02%"
新思大厦,徐汇,田林,0,15,2008,"
25041","
0.02%"
兴力达大厦,徐汇,万体馆,0,1,2002,"
17138","
0.04%"
徐汇创意阁,徐汇,田林,0,24,2009,"
24655","
0.02%"
星联商务楼,徐汇,漕河泾,0,44,2011,"
19962","
0.04%"
鑫国家园写字楼,徐汇,万体馆,0,0,2005,"
37975","
0.02%"
协合紫薇园办公别墅,徐汇,上海南站,0,0,2012,"
24713","
0.00%"
徐汇中凯城市之光写字楼,徐汇,徐家汇,0,0,1900,"
55035","
0.02%"
兴国路372弄洋房,徐汇,衡山路,0,7,1900,"
192968","
0.02%"
徐汇办公洋房,徐汇,徐家汇,0,2,1930,"
61892","
0.04%"
徐汇乐业天地,徐汇,漕河泾,0,81,1900,"
10019","
0.02%"
新华悦都创意园,徐汇,龙华,0,0,1900,"
18040","
0.01%"
新意城,徐汇,漕河泾,0,148,2014,"
27248","
0.04%"
元福大厦,徐汇,徐家汇,0,2,2000,"
58700","
1.44%"
幽澜苑二期,徐汇,上海南站,0,5,2004,"
75889","
0.02%"
岳阳小区,徐汇,建国西路,0,1,1982,"
108989","
0.02%"
余庆路90弄小区,徐汇,衡山路,0,3,2000,"
81368","
0.02%"
永新城办公楼,徐汇,徐家汇,0,0,1900,"
37841","
0.02%"
银光大厦,徐汇,徐家汇,0,0,1997,"
43508","
0.02%"
伊丽莎白老公寓,徐汇,衡山路,0,3,1930,"
96149","
0.02%"
永福第六小区,徐汇,衡山路,0,1,2001,"
103642","
0.02%"
怡宝商务中心,徐汇,漕河泾,0,0,1900,"
20097","
0.02%"
玉石公寓,徐汇,斜土路,0,0,1997,"
60032","
0.02%"
逸乐轩,徐汇,衡山路,0,0,1998,"
64886","
0.04%"
亚都商务中心,徐汇,徐家汇,0,19,1900,"
40917","
0.02%"
岳阳路170弄小区,徐汇,建国西路,0,5,1998,"
106970","
0.04%"
延庆路80号,徐汇,衡山路,0,0,2000,"
135338","
1.44%"
逸安商务楼,徐汇,康健,0,0,2004,"
35168","
0.02%"
永康路142弄公房,徐汇,建国西路,0,1,1988,"
96065","
0.02%"
银丽广场,徐汇,田林,0,0,2005,"
20272","
0.02%"
怡虹科技园,徐汇,漕河泾,0,13,2000,"
39299","
0.02%"
永康路109弄新里,徐汇,建国西路,0,0,1930,"
64149","
0.02%"
元福大厦写字楼,徐汇,徐家汇,0,2,2000,"
26731","
0.02%"
永新花苑二期商铺,徐汇,徐家汇,0,0,1900,"
42472","
0.01%"
宜德苑商铺,徐汇,徐家汇,0,0,1900,"
39881","
0.01%"
阳光巴黎商铺,徐汇,徐家汇,0,0,1900,"
34610","
0.02%"
永嘉路公房,徐汇,建国西路,0,0,1970,"
88098","
0.02%"
怡甸大厦,徐汇,徐家汇,0,1,1995,"
27943","
0.04%"
亚伦大厦,徐汇,徐家汇,0,0,1900,"
39943","
0.02%"
远中科研楼,徐汇,漕河泾,0,59,1900,"
23821","
0.03%"
逸乐轩大厦,徐汇,徐家汇,0,0,1900,"
64816","
0.02%"
远中产业园,徐汇,上海南站,0,55,1900,"
27328","
0.04%"
永新中心,徐汇,万体馆,0,0,2007,"
42950","
0.02%"
永嘉庭,徐汇,徐家汇,0,31,2007,"
43267","
0.02%"
易园徐汇,徐汇,上海南站,0,77,2012,"
26010","
0.04%"
勇卫商务大厦,徐汇,漕河泾,0,5,2012,"
9966","
0.02%"
逸安商务楼,徐汇,上海南站,0,0,2005,"
16076","
0.04%"
银亿徐汇酩悦写字楼,徐汇,徐家汇,0,0,2014,"
43451","
0.02%"
肇嘉浜路687弄小区,徐汇,徐家汇,0,0,1900,"
96256","
0.04%"
紫汇苑,徐汇,徐家汇,0,1,2003,"
72702","
0.04%"
中信中山大楼,徐汇,徐家汇,0,0,1998,"
49483","
0.02%"
紫谷公寓,徐汇,衡山路,0,1,1997,"
72759","
0.02%"
紫苑大厦写字楼,徐汇,徐家汇,0,3,1900,"
16329","
6.11%"
众联别墅,徐汇,徐家汇,0,0,1900,"
41165","
0.02%"
中华门大厦,徐汇,万体馆,0,0,2004,"
58792","
0.02%"
中粮大厦,徐汇,万体馆,0,1,2004,"
22446","
0.04%"
紫贝商务大厦,徐汇,上海南站,0,0,1900,"
22421","
0.04%"
中福实业大厦,徐汇,徐家汇,0,5,1900,"
25968","
0.02%"
自由公寓,徐汇,衡山路,0,2,2004,"
100666","
0.02%"
自动化仪表城,徐汇,徐家汇,0,0,2004,"
39952","
0.04%"
正蕃小筑,徐汇,建国西路,0,0,1942,"
97468","
0.04%"
筑园,徐汇,徐家汇,0,0,2008,"
52908","
0.02%"
肇宛大厦,徐汇,徐家汇,0,0,2003,"
38922","
0.02%"
中山南二路918弄小区,徐汇,徐家汇,0,0,1993,"
84359","
0.04%"
紫苑大厦,徐汇,衡山路,0,0,1998,"
48523","
1.44%"
紫阳路90号,徐汇,徐家汇,0,1,1900,"
95147","
0.02%"
